Age,Height,Weight,Foot_Length,Head_Circ,Chest_Circ,Neck_Circ,Waist_Circ,Shoulder_Breadth,Sitting_Ht,SittingKneeHt,SittingEyeHt,NavalHt,Pupils_Dist,ArmSpan,Writing Hand,Gender (1=M)
45,1628,71.9,251,598,934,329,887,433,872,508,760,953,65,1692,1,0
52,1615,82.2,256,578,1077,365,975,478,853,508,737,953,62,1738,2,0
36,1680,96.5,263,581,1098,424,1100,504,843,568,725,1029,70,1798,1,0
25,1590,62.4,247,586,907,317,896,422,788,524,694,979,67,1668,1,0
33,1563,43.5,237,544,726,289,660,379,801,485,709,965,66,1710,1,0
39,1641,75.3,257,567,1090,342,1021,474,858,524,737,945,66,1743,1,0
27,1710,55.3,252,544,836,307,790,414,880,539,764,1057,65,1746,1,0
20,1566,57.8,240,555,901,326,816,449,857,482,741,926,62,1557,1,0
21,1573,71.3,253,562,1023,349,966,498,814,507,711,936,68,1661,1,0
24,1669,77.6,267,562,980,340,966,449,851,546,744,1029,65,1668,1,0
29,1607,65.5,244,541,976,343,809,474,869,499,756,972,63,1636,1,0
25,1633,57.8,243,583,922,341,787,431,838,514,711,986,67,1649,1,0
47,1699,84.3,260,599,1126,353,907,474,874,542,759,1023,69,1736,1,0
23,1638,67,229,566,892,342,877,448,860,512,754,972,66,1620,1,0
24,1634,76.4,255,587,1000,342,878,455,833,528,717,1006,62,1673,1,0
24,1660,66.3,256,575,864,327,734,435,842,539,727,1029,68,1686,1,0
29,1604,67.1,253,567,880,330,861,446,810,511,707,950,65,1634,1,0
24,1693,70.6,252,566,980,339,885,460,885,527,775,1007,66,1722,1,0
22,1595,63.6,241,541,936,314,820,440,843,507,735,981,59,1571,1,0
19,1694,64.6,252,544,882,327,796,424,878,537,758,1038,61,1697,1,0
28,1626,65.8,247,550,934,336,835,466,858,509,747,984,60,1593,1,0
23,1613,78.9,243,597,1021,355,922,482,868,500,752,959,59,1613,1,0
33,1614,58.5,253,561,887,320,769,416,844,504,739,955,66,1602,1,0
31,1630,58.9,237,556,900,325,812,423,865,505,758,972,63,1651,1,0
26,1716,78.5,260,574,1035,349,973,470,889,539,778,1044,59,1737,1,0
39,1510,67.6,250,578,1013,360,952,469,796,475,708,905,62,1551,1,0
28,1639,86.2,255,584,1100,354,1113,483,865,527,757,953,59,1642,1,0
35,1576,60.5,243,566,981,307,907,440,843,482,738,889,66,1566,1,0
40,1677,95,268,558,1095,365,1068,519,842,564,744,1044,61,1761,1,0
28,1669,64.9,259,606,985,345,843,454,829,559,728,1021,68,1697,1,0
34,1592,61.6,247,577,884,322,755,438,802,506,704,980,67,1618,1,0
22,1606,71.5,250,572,1030,363,910,474,869,498,766,949,60,1649,1,0
34,1597,76.5,254,568,1012,326,943,489,848,511,736,943,58,1635,1,0
22,1610,65.2,236,545,890,330,819,445,831,503,723,968,60,1583,1,0
27,1811,77.3,279,610,878,335,905,467,890,590,770,1129,66,1862,1,0
42,1639,73.4,251,567,1028,350,1018,478,859,503,755,961,63,1674,1,0
25,1635,54.9,244,575,825,309,757,430,868,513,745,987,63,1617,1,0
21,1751,80.2,261,579,1041,345,893,485,917,558,797,1060,63,1766,2,0
25,1626,69.5,247,558,1023,325,849,473,862,507,757,971,58,1685,1,0
20,1688,64.7,247,542,949,328,768,466,897,514,776,1020,65,1654,1,0
24,1588,65.7,223,550,914,311,850,450,845,499,737,949,58,1532,1,0
33,1635,87.1,247,555,1111,363,1090,517,877,498,772,950,61,1626,1,0
40,1624,58,247,565,855,309,835,430,804,518,698,989,66,1659,1,0
42,1634,79.6,248,561,1015,346,946,472,854,507,744,982,65,1616,1,0
26,1749,76.1,283,572,929,348,852,460,875,577,762,1089,63,1820,1,0
22,1646,57.6,240,565,925,319,741,388,868,507,758,978,63,1644,1,0
43,1600,87,247,588,1129,370,1060,490,831,517,716,948,66,1692,1,0
37,1600,76.6,250,576,1008,360,1017,480,784,527,693,978,69,1640,1,0
28,1517,54.8,237,540,845,304,782,421,782,482,682,920,66,1551,1,0
30,1659,82.6,250,555,1039,345,1030,449,876,525,769,976,61,1674,1,0
27,1718,65.1,252,565,902,336,853,444,924,530,811,1007,62,1736,1,0
35,1533,57,228,539,948,316,881,429,795,475,704,898,59,1562,1,0
42,1592,71.9,236,528,1051,335,948,480,856,487,749,931,56,1603,1,0
23,1636,72.6,259,581,1003,344,846,465,845,529,732,988,62,1667,2,0
24,1648,71.6,258,545,882,326,875,442,843,528,730,988,63,1711,2,0
24,1669,83.2,253,573,1056,345,982,479,882,518,775,983,62,1722,1,0
25,1655,60.4,245,548,965,315,791,451,847,519,736,1005,61,1714,1,0
22,1770,76.4,279,561,932,351,844,449,900,574,790,1091,67,1813,1,0
19,1752,93.4,274,568,1051,345,1028,490,888,578,768,1063,64,1836,2,0
24,1741,57.3,253,554,850,307,768,422,904,536,789,1066,62,1713,1,0
23,1608,58.2,234,568,830,304,775,426,858,499,744,954,60,1563,1,0
28,1636,55.3,249,556,889,318,718,416,883,502,772,961,62,1673,2,0
30,1555,69.8,240,558,1005,328,871,471,831,492,735,943,65,1531,1,0
40,1573,64,234,537,925,322,840,432,842,496,744,955,62,1533,1,0
25,1623,59,248,550,844,315,719,419,890,491,777,955,62,1618,2,0
41,1534,60.4,240,566,900,303,811,445,773,504,690,934,63,1577,2,0
36,1543,66.6,238,572,954,340,920,465,824,476,713,921,62,1555,1,0
28,1744,67,280,580,925,324,812,431,892,564,777,1089,67,1714,1,0
22,1623,63.3,252,573,902,343,814,427,866,508,752,980,62,1586,1,0
26,1587,61.8,251,543,947,343,818,449,878,499,754,934,65,1555,1,0
36,1563,64.5,239,538,944,349,844,448,825,486,730,926,60,1534,1,0
24,1655,58.2,233,553,899,316,787,429,857,519,738,1012,61,1642,1,0
21,1612,79.6,253,562,1033,334,948,466,849,513,731,986,59,1630,1,0
26,1636,60.9,244,556,900,326,834,444,855,502,743,963,64,1638,1,0
27,1709,82.3,255,570,996,345,972,508,886,548,765,1033,65,1823,1,0
23,1547,56.7,231,568,906,304,763,415,796,490,685,940,67,1572,1,0
28,1657,51,232,546,896,301,710,376,868,504,743,986,61,1612,1,0
25,1695,60.1,251,557,876,314,805,420,851,550,738,1045,62,1734,1,0
42,1720,71.6,270,587,955,324,843,431,840,574,730,1070,60,1792,1,0
30,1587,68.1,236,549,912,350,866,441,838,512,739,958,57,1599,1,0
47,1676,94,264,581,1160,388,981,531,855,553,763,1026,63,1763,1,0
22,1726,68.6,261,576,844,325,840,433,894,553,781,1045,62,1720,1,0
33,1616,67.1,248,524,948,319,866,453,877,493,768,944,55,1619,1,0
28,1747,68.9,257,592,928,344,745,464,877,553,760,1083,68,1719,1,0
33,1705,78.6,263,552,1042,330,930,457,870,556,752,1038,57,1759,1,0
51,1685,70.4,270,566,906,335,824,441,849,553,746,1061,65,1781,1,0
33,1594,50.4,240,554,776,290,669,403,833,494,735,955,60,1634,1,0
33,1687,59.8,247,543,872,327,769,451,885,515,777,1008,56,1722,1,0
43,1700,76,268,531,1005,342,877,474,851,566,743,1049,67,1837,1,0
41,1658,78,251,559,1055,338,970,467,854,525,743,1005,64,1682,1,0
24,1562,71.2,240,563,1006,318,880,467,803,490,692,967,61,1570,1,0
31,1658,66.5,259,560,953,337,870,468,875,520,755,981,55,1682,1,0
34,1688,73.5,234,561,935,312,900,468,887,511,780,1005,57,1647,1,0
28,1524,54.4,232,557,895,311,752,425,829,451,719,894,55,1529,1,0
20,1611,67.8,250,555,992,325,805,472,858,521,747,976,62,1665,1,0
24,1627,64.8,266,587,900,334,842,430,814,534,709,967,68,1678,3,0
24,1614,66.3,249,539,953,313,917,436,855,499,740,948,54,1639,1,0
22,1598,77.9,249,550,971,336,853,509,855,507,745,975,62,1723,1,0
22,1643,70.2,247,553,990,346,953,452,831,523,723,977,62,1600,1,0
27,1611,59.2,237,539,873,310,816,430,825,523,725,988,58,1657,1,0
23,1520,56.3,217,533,852,314,778,407,815,473,717,899,64,1495,3,0
24,1697,92.7,268,559,1039,350,963,491,890,536,783,1019,63,1726,1,0
40,1640,80.1,260,561,992,346,931,478,823,539,733,1003,64,1710,1,0
21,1672,77.2,247,567,970,327,889,479,884,532,773,999,58,1667,1,0
26,1662,70.4,267,563,936,339,805,464,835,534,727,1045,63,1741,1,0
20,1601,59,252,548,882,315,776,429,821,509,724,994,63,1615,1,0
24,1580,64,225,542,978,325,795,417,844,490,737,942,61,1578,1,0
25,1676,84.2,262,555,997,352,936,486,886,536,763,989,62,1665,1,0
21,1536,54.6,242,554,822,315,702,440,820,475,721,916,59,1558,2,0
38,1561,71.5,245,556,932,307,918,448,784,497,675,950,64,1593,1,0
21,1475,57.5,232,544,903,305,828,439,792,462,688,869,59,1493,1,0
22,1532,52.2,238,572,798,315,698,406,790,496,687,943,62,1599,1,0
18,1646,72.5,249,550,957,311,839,468,854,530,753,1016,63,1710,1,0
21,1657,51.7,247,550,854,333,774,424,885,517,766,984,60,1680,1,0
21,1648,63.1,242,560,896,336,828,433,878,522,758,986,63,1639,1,0
18,1586,53.7,237,550,804,308,722,394,801,523,698,972,64,1634,1,0
22,1609,59.7,243,541,900,320,805,446,870,497,778,961,57,1642,1,0
26,1562,60.7,235,554,944,350,821,440,833,493,732,918,61,1624,1,0
18,1507,57.7,234,545,875,307,797,430,822,475,714,883,62,1508,1,0
22,1468,49.9,219,534,881,311,764,404,802,452,699,867,61,1482,1,0
18,1636,68.7,247,554,926,315,847,447,905,504,798,971,63,1608,1,0
30,1585,68,246,547,1021,310,863,482,851,498,739,926,61,1619,1,0
29,1607,63.2,233,596,919,330,868,434,880,491,761,930,66,1587,2,0
25,1657,77.6,257,557,989,329,907,463,873,528,767,995,58,1631,1,0
33,1606,63.8,241,568,961,338,883,424,847,512,744,951,60,1617,2,0
32,1705,78.3,258,553,994,334,946,450,889,546,767,1029,62,1703,1,0
29,1605,60.2,248,560,836,328,735,432,827,512,712,973,60,1678,1,0
37,1666,77.1,254,584,944,334,952,461,868,528,755,987,62,1693,1,0
23,1635,61.7,253,553,896,320,833,436,878,517,763,970,60,1667,1,0
29,1498,46.2,226,543,841,306,737,396,821,466,715,873,65,1509,1,0
19,1619,59.1,232,553,863,310,715,411,870,517,755,986,60,1571,1,0
20,1559,57.4,233,555,870,320,808,422,845,485,746,931,57,1544,2,0
21,1639,62.1,252,572,902,315,758,417,839,520,724,996,65,1637,1,0
18,1574,61.8,241,556,914,342,883,431,827,506,713,937,64,1604,1,0
19,1530,51.8,233,546,824,320,789,407,818,485,707,915,63,1548,1,0
18,1552,63.1,243,560,881,326,812,435,833,492,728,926,60,1618,1,0
18,1572,65.3,239,560,929,347,838,457,842,493,728,958,58,1578,2,0
18,1670,64.6,257,577,900,312,770,443,843,537,738,1034,67,1806,1,0
21,1574,56.9,239,590,807,304,707,412,819,489,709,954,63,1621,1,0
18,1636,66.1,263,590,950,335,798,443,853,532,732,1000,67,1728,1,0
19,1575,59.8,240,537,892,319,856,449,867,482,767,938,61,1570,1,0
21,1676,53.3,242,563,852,301,716,399,883,519,773,1017,61,1676,1,0
19,1705,75.5,258,564,1071,353,940,467,895,545,792,1020,61,1780,1,0
19,1603,70.2,244,564,987,373,907,470,841,515,728,961,63,1619,1,0
21,1593,65.5,244,577,961,322,832,421,865,495,742,930,58,1644,1,0
21,1611,64.4,250,588,912,339,836,443,815,525,705,991,60,1702,1,0
22,1673,68,260,558,947,330,840,439,913,527,796,1011,60,1679,1,0
18,1689,71.5,257,554,893,330,790,455,894,532,790,1054,63,1774,1,0
18,1529,49.9,228,537,837,318,733,426,840,470,740,899,62,1567,1,0
18,1602,52.3,237,539,882,310,700,388,857,501,749,971,61,1641,3,0
36,1764,74,268,570,1057,323,805,450,947,547,837,1034,65,1703,1,0
49,1648,75,258,524,956,329,937,456,844,551,738,993,63,1730,1,0
52,1587,60.4,244,537,976,336,867,434,834,505,731,954,65,1604,1,0
22,1492,43,230,573,808,296,641,381,786,478,681,912,66,1574,1,0
29,1567,75,237,580,1082,368,951,491,860,482,751,910,64,1583,1,0
27,1563,71.6,267,566,1002,330,845,479,805,533,693,978,70,1773,1,0
41,1663,72.3,247,567,966,336,876,463,853,528,738,1004,70,1708,1,0
19,1617,76.5,248,571,1030,345,951,476,874,517,763,945,64,1652,1,0
21,1683,66,252,563,904,315,790,456,848,561,743,1053,64,1794,1,0
21,1636,60,251,556,914,315,752,424,877,514,760,1000,64,1664,1,0
21,1628,69.5,254,569,933,315,807,459,855,523,737,997,65,1626,1,0
20,1536,63.7,238,544,917,308,852,442,814,483,707,930,60,1578,1,0
18,1530,60.2,238,588,874,326,880,436,845,467,740,891,58,1572,1,0
19,1678,81.5,252,565,1022,338,913,474,849,545,744,1044,66,1752,1,0
19,1682,77.3,262,580,956,338,885,477,857,548,753,1019,64,1801,1,0
25,1585,53.7,237,520,850,317,742,428,804,503,707,977,60,1671,1,0
29,1588,67.2,239,566,912,318,826,441,852,515,748,978,65,1681,1,0
20,1718,69.8,268,588,895,325,820,452,893,560,776,1077,70,1840,1,0
19,1655,80.9,244,545,1021,355,1010,491,879,520,770,978,66,1613,1,0
23,1705,72.2,245,563,893,326,820,437,895,545,786,1025,62,1732,1,0
20,1608,63,239,549,976,321,792,427,848,505,736,963,60,1576,1,0
21,1607,65.4,252,585,886,330,766,451,802,528,694,1002,65,1752,2,0
21,1490,48.4,229,535,847,307,728,393,825,451,720,875,59,1476,1,0
18,1563,65.3,234,558,956,335,895,458,832,491,715,922,58,1557,1,0
19,1677,66.9,248,571,824,330,811,424,867,549,746,1024,67,1698,1,0
22,1615,66.8,246,563,945,336,856,447,841,510,732,990,61,1660,1,0
18,1570,67.2,257,592,907,316,772,448,818,505,707,970,62,1669,1,0
26,1563,59.7,234,537,887,305,826,436,849,485,744,944,57,1597,1,0
30,1627,65.8,251,558,929,339,844,464,839,519,733,989,59,1645,1,0
29,1743,65.7,253,600,863,342,756,420,883,554,756,1071,65,1788,1,0
54,1635,68.1,256,578,917,335,893,455,860,515,756,991,64,1648,1,0
27,1699,89.4,261,580,1070,356,1059,507,875,543,767,1018,71,1804,1,0
21,1503,64.3,237,570,883,350,781,438,795,479,688,912,60,1583,1,0
37,1637,85.7,244,566,1103,364,932,487,865,515,760,948,62,1600,1,0
23,1544,56,248,563,854,317,746,421,823,498,704,933,62,1573,1,0
18,1493,61.3,225,564,908,320,801,455,811,471,706,899,65,1534,1,0
18,1645,66.2,243,557,913,342,928,440,875,512,763,969,61,1699,1,0
19,1707,71.9,263,534,923,333,806,444,910,547,799,1026,60,1745,1,0
19,1611,58.6,237,556,889,312,749,419,847,513,739,992,60,1622,1,0
19,1543,57.6,233,562,845,328,767,431,831,486,722,909,64,1562,1,0
19,1604,56,231,570,874,314,748,409,859,502,743,963,58,1633,1,0
34,1588,61.6,243,556,851,324,798,424,835,495,714,935,66,1600,1,0
18,1543,53.3,237,568,811,317,722,397,828,485,721,940,63,1583,1,0
29,1630,67.8,253,537,998,317,888,442,863,515,766,984,57,1628,1,0
20,1674,77.6,256,588,974,357,784,468,900,513,773,1026,64,1696,1,0
19,1560,65.8,237,578,935,308,778,461,860,486,755,927,62,1591,2,0
18,1620,66.6,253,565,1001,327,930,449,860,511,740,983,65,1637,1,0
19,1613,54.9,237,541,790,307,740,416,863,503,762,976,64,1616,1,0
23,1541,53.9,231,552,854,308,818,421,824,485,719,896,60,1548,1,0
28,1595,81.4,245,577,1056,345,1026,496,837,518,732,948,64,1603,1,0
21,1600,61.1,244,564,923,320,796,455,859,503,747,952,57,1635,1,0
20,1690,77.7,254,575,942,334,865,449,872,541,760,1023,60,1731,1,0
18,1612,72.5,238,570,930,328,892,448,879,509,769,980,62,1588,1,0
39,1559,66.4,238,537,945,355,891,458,853,484,745,900,61,1523,1,0
20,1678,80.6,259,567,1037,331,985,492,883,533,782,987,63,1719,1,0
23,1608,52.2,233,547,836,298,767,402,859,493,751,967,61,1639,2,0
20,1559,47.8,233,553,790,299,698,392,856,471,743,900,59,1564,1,0
29,1683,84.5,250,572,1040,370,1031,505,851,540,733,1011,66,1692,1,0
18,1586,68.5,249,568,985,332,869,486,845,499,746,942,63,1641,1,0
18,1646,64.6,253,554,932,328,853,420,855,516,743,993,64,1650,1,0
18,1656,67.9,262,597,908,340,788,433,885,517,759,1018,67,1673,1,0
19,1515,50.9,235,577,820,317,755,402,825,465,709,897,53,1503,1,0
24,1754,74.5,257,557,953,327,868,471,913,562,792,1059,65,1783,1,0
23,1699,67,257,593,934,330,773,455,919,545,808,1010,61,1724,1,0
41,1573,57.3,239,567,969,328,847,417,829,488,721,938,63,1597,1,0
23,1657,59.7,238,538,841,310,799,416,857,520,759,1013,59,1662,1,0
24,1655,66.5,255,568,998,318,895,452,871,530,764,976,60,1687,1,0
24,1502,50.5,232,536,826,302,740,413,803,468,703,904,64,1530,1,0
28,1653,74.9,257,568,953,346,927,457,898,505,785,941,65,1619,1,0
18,1633,75.6,252,558,1001,355,905,463,904,511,778,968,65,1660,2,0
24,1585,63.4,229,530,956,309,837,457,823,508,709,958,60,1686,2,0
19,1632,76.8,252,565,975,347,896,464,898,500,780,948,65,1674,1,0
20,1616,80.4,253,555,1019,361,968,488,895,514,772,949,60,1633,1,0
32,1670,76.2,251,547,971,342,941,464,900,518,787,997,60,1688,1,0
31,1632,52.6,229,556,890,308,698,409,888,494,786,963,58,1588,1,0
41,1648,65.3,268,611,834,306,785,452,839,549,740,1026,64,1791,1,0
42,1576,72.6,259,574,1046,346,928,461,793,522,687,941,63,1692,1,0
31,1606,55.7,236,547,920,316,783,437,864,489,751,938,60,1609,1,0
27,1652,59.9,251,552,869,310,772,418,881,518,772,996,62,1678,1,0
24,1625,75.9,228,567,1003,320,970,475,847,516,733,967,54,1580,1,0
28,1598,60.7,236,527,955,341,880,417,840,494,733,956,55,1534,1,0
28,1618,66.9,246,551,1068,324,946,459,846,483,733,951,63,1660,1,0
36,1674,69.7,256,547,988,343,915,434,871,514,760,1013,60,1667,1,0
27,1563,61.4,236,557,912,318,855,449,844,490,725,911,64,1561,1,0
39,1728,74.2,258,572,1027,337,881,456,898,547,778,1068,70,1767,2,0
29,1590,67.1,237,548,995,327,855,461,848,494,744,962,61,1575,1,0
28,1636,57.7,247,556,834,324,825,461,846,514,733,998,61,1704,1,0
44,1655,80.3,266,574,972,354,939,484,872,532,769,999,68,1706,1,0
41,1707,63.4,252,560,928,309,837,440,913,517,795,1005,64,1714,1,0
21,1676,68.1,245,562,891,318,822,434,885,519,780,1019,58,1687,1,0
19,1633,73.4,257,580,998,329,895,450,888,502,773,965,61,1662,1,0
19,1607,67.2,244,567,983,345,803,467,845,509,737,986,59,1629,1,0
27,1618,66.2,247,548,919,310,911,433,883,485,777,950,59,1613,1,0
20,1708,70.3,237,552,916,326,822,457,936,535,810,1040,58,1622,1,0
22,1735,70.9,255,576,920,334,790,452,925,536,799,1060,62,1683,1,0
24,1715,58.6,247,575,855,318,700,445,867,538,755,1063,67,1813,1,0
42,1570,49.3,232,523,923,303,727,416,825,473,729,938,58,1550,1,0
38,1642,73.3,244,565,988,332,849,447,865,510,766,1000,64,1605,1,0
40,1788,99.6,263,582,1098,358,1174,498,936,564,818,1024,61,1779,1,0
43,1600,64.8,257,546,913,341,837,437,826,498,725,974,66,1618,2,0
26,1675,72.9,244,547,936,314,835,473,904,505,797,1016,60,1657,1,0
48,1634,90.2,242,531,1093,392,1114,479,864,517,761,946,59,1607,1,0
41,1576,75.4,227,539,1037,338,960,452,843,474,738,920,63,1551,1,0
21,1599,65.4,248,560,903,328,814,430,841,510,738,947,61,1680,1,0
29,1598,70.8,241,569,883,339,824,448,839,506,733,953,60,1586,1,0
30,1548,64.7,227,554,986,341,889,455,836,474,732,926,62,1538,1,0
18,1607,63.1,258,587,920,331,790,442,850,509,737,962,64,1681,1,0
32,1686,66.6,257,569,904,342,775,442,888,526,773,980,68,1700,1,0
42,1640,66.7,244,575,865,333,827,432,907,497,792,957,59,1588,1,0
24,1563,49.7,228,542,864,297,707,405,833,473,741,933,61,1558,1,0
32,1591,55.8,234,555,848,304,788,420,840,492,733,933,62,1578,1,0
29,1678,92.1,251,563,1097,368,982,507,862,552,747,1020,67,1774,1,0
18,1670,69.5,263,587,937,313,804,441,903,525,785,991,56,1650,1,0
19,1529,56.3,228,577,947,318,847,445,825,467,705,898,57,1497,1,0
18,1616,60.3,242,527,860,330,757,429,853,514,743,977,52,1633,1,0
21,1620,64.7,244,544,959,321,860,454,875,518,762,974,60,1649,1,0
21,1510,64.2,225,555,945,332,827,464,798,483,689,900,65,1476,1,0
28,1626,70.1,247,571,1022,318,852,471,871,496,755,971,61,1564,1,0
25,1600,58.3,249,554,859,317,815,421,862,497,742,933,61,1629,1,0
25,1679,84.3,276,585,1076,363,966,505,900,531,772,1002,62,1747,2,0
22,1600,69.6,252,557,1055,336,928,462,864,491,740,917,59,1608,3,0
41,1618,73.5,239,578,1072,342,906,488,856,504,733,959,61,1606,1,0
43,1629,47,231,527,863,319,729,400,858,488,748,967,64,1589,1,0
33,1651,60.8,249,573,901,305,775,426,870,519,762,993,61,1673,1,0
30,1596,51.5,251,563,791,294,742,403,812,513,693,983,61,1719,1,0
45,1654,71.7,249,591,983,339,882,465,840,523,720,1001,68,1682,3,0
25,1776,88.9,267,594,1035,362,995,500,905,580,781,1075,67,1841,1,0
38,1546,53.2,237,538,845,307,705,397,816,477,715,932,61,1527,1,0
35,1676,74.7,254,567,990,315,876,470,857,529,743,1007,64,1714,1,0
30,1585,62.2,246,541,924,320,775,447,851,494,735,955,55,1591,1,0
35,1594,57.4,237,548,899,312,733,463,875,481,759,950,54,1575,1,0
22,1629,56.5,242,551,870,312,781,434,886,493,770,967,65,1636,1,0
22,1581,64.6,247,577,972,320,840,452,827,494,703,970,58,1601,1,0
28,1614,52.9,233,533,855,313,751,406,849,490,747,976,58,1586,1,0
27,1559,64.8,227,549,947,338,834,467,845,475,725,924,59,1531,1,0
27,1697,75.1,261,597,967,328,878,461,847,548,736,1028,63,1768,1,0
27,1674,74,254,577,1026,340,879,494,885,511,762,1003,62,1697,1,0
31,1692,75.8,256,562,1018,333,974,456,877,533,768,994,59,1751,1,0
31,1615,55.4,255,539,849,303,760,409,879,490,774,936,56,1588,1,0
44,1762,85.2,260,595,1045,381,964,473,885,570,765,1101,70,1822,1,0
30,1573,81.4,244,569,986,356,1025,488,850,480,742,935,64,1585,1,0
30,1674,82.4,257,544,1064,335,966,495,886,523,775,964,63,1712,1,0
45,1531,50.3,222,523,874,299,761,416,792,475,700,933,62,1522,1,0
28,1505,60.7,224,553,964,311,905,423,815,457,690,880,64,1543,1,0
26,1700,69.2,263,590,858,343,851,442,877,544,767,1035,66,1737,1,0
30,1539,64,236,555,992,317,903,453,818,480,707,908,61,1531,1,0
21,1620,65,252,555,885,324,820,441,883,493,759,958,65,1692,1,0
18,1712,58,242,545,828,320,719,419,910,513,792,1054,53,1695,1,0
18,1554,60.1,237,554,927,314,810,430,823,481,717,933,61,1599,1,0
22,1598,60.1,227,634,821,338,728,417,855,495,737,947,70,1583,1,0
19,1612,66.4,264,558,968,340,845,443,850,508,736,978,58,1620,1,0
40,1707,70.3,264,585,857,314,806,437,866,557,755,1040,67,1744,1,0
22,1611,61.6,237,562,922,314,764,446,838,497,720,987,63,1552,1,0
33,1599,65.4,230,558,967,355,854,454,870,482,756,924,68,1538,2,0
22,1569,58.9,246,583,848,311,747,429,818,500,703,949,64,1603,1,0
33,1663,52.4,229,521,864,296,656,420,883,492,773,1001,57,1616,1,0
18,1666,70.6,248,559,962,322,886,453,906,506,784,978,66,1663,2,0
33,1659,67.6,247,587,837,324,801,441,880,513,776,997,63,1640,1,0
27,1543,62.3,234,581,965,330,895,436,827,472,715,903,65,1560,1,0
20,1571,62.8,227,537,931,309,916,457,824,497,722,944,62,1565,1,0
18,1618,50.3,241,543,795,312,681,393,855,489,740,973,59,1551,1,0
23,1610,59.9,237,526,910,304,790,442,859,491,751,979,59,1602,2,0
19,1512,50.8,233,555,786,287,680,415,798,481,694,940,62,1557,1,0
18,1555,52,255,550,785,320,725,424,819,485,716,914,66,1658,1,0
19,1729,83.1,258,572,1050,350,942,493,927,536,800,1029,60,1683,1,0
20,1593,62.2,229,525,964,334,838,441,845,484,730,946,58,1611,1,0
22,1609,70.6,243,587,973,330,883,483,868,500,744,954,59,1643,1,0
18,1648,66.7,260,556,917,322,907,453,854,521,733,1004,54,1711,1,0
30,1631,73,242,578,953,333,878,440,874,510,764,965,63,1637,1,0
35,1712,84.2,252,583,1032,355,980,498,910,537,798,1013,64,1742,1,0
19,1541,54.9,238,518,799,317,794,411,847,483,733,943,54,1552,1,0
20,1663,60.9,253,567,864,318,754,427,857,532,741,1044,63,1715,1,0
20,1614,67,237,574,990,327,844,460,862,499,744,985,58,1677,1,0
20,1598,71.1,238,574,1006,367,860,451,837,498,719,944,60,1594,1,0
40,1617,65.5,244,550,951,330,865,437,849,498,747,948,62,1581,1,0
23,1658,77.1,237,561,999,344,900,490,895,512,781,975,63,1649,1,0
18,1642,66.8,256,587,935,322,769,449,865,504,747,996,63,1714,1,0
19,1698,70.7,248,574,905,314,863,448,896,527,785,1030,62,1684,1,0
18,1648,75.7,248,575,1045,344,936,473,870,523,759,997,62,1655,1,0
22,1756,85.7,270,568,990,333,866,481,877,568,758,1092,64,1759,1,0
19,1651,67.8,252,570,922,342,842,437,858,522,742,1015,62,1704,3,0
24,1634,63,228,577,893,314,819,437,858,508,740,974,62,1631,1,0
18,1709,74.5,262,610,882,337,794,467,872,548,762,1067,63,1788,1,0
20,1686,56.4,255,566,828,314,746,427,843,530,740,1060,65,1801,1,0
22,1645,72.1,244,550,1009,319,878,489,893,494,783,957,61,1652,3,0
19,1565,64.6,244,550,925,332,835,451,808,501,698,945,60,1656,2,0
18,1537,44.4,227,544,805,294,690,394,808,478,706,957,58,1594,1,0
19,1511,59.1,219,538,918,316,800,423,807,458,700,890,54,1498,1,0
22,1649,69.6,249,550,941,338,848,447,851,530,734,1027,61,1648,1,0
21,1458,44.5,222,544,808,304,694,385,800,438,705,856,62,1446,1,0
26,1759,72.6,270,566,893,344,765,453,903,562,765,1082,70,1825,1,0
18,1558,70.7,231,547,904,329,885,463,823,479,707,920,54,1561,1,0
22,1688,64.3,261,578,937,332,797,459,915,515,793,1026,55,1663,1,0
20,1581,65.4,247,564,869,305,831,454,815,508,718,968,65,1673,1,0
39,1583,62.6,249,555,902,337,840,454,842,493,733,928,63,1654,1,0
28,1643,73.6,257,607,926,346,871,479,857,520,744,995,66,1727,1,0
27,1752,85.3,256,582,1031,354,955,505,932,547,795,1034,63,1793,1,0
38,1600,75,229,538,948,332,936,474,877,498,759,967,60,1579,1,0
38,1618,79.7,264,564,1086,363,905,481,839,501,722,1003,67,1672,1,0
43,1710,83.7,262,558,1053,338,1005,513,863,546,747,1034,63,1776,1,0
19,1585,59,238,564,838,312,756,429,823,497,710,967,67,1630,1,0
18,1595,51.2,249,525,840,301,719,422,834,503,733,975,54,1621,1,0
18,1614,62.1,244,560,945,330,794,431,869,503,762,993,54,1659,1,0
27,1663,81,243,577,1058,334,967,457,875,498,768,968,66,1649,1,0
26,1617,61.4,263,544,915,324,846,418,840,516,733,991,57,1659,2,0
19,1596,54.4,244,595,853,300,738,420,825,507,701,989,61,1680,1,0
39,1602,60.3,256,564,875,306,790,414,817,519,705,977,60,1671,1,0
25,1694,79.2,262,562,1021,343,926,482,890,536,769,1012,54,1662,1,0
30,1510,61.8,230,524,1015,349,853,465,800,475,685,913,56,1475,2,0
41,1534,60.3,234,542,995,325,886,447,825,470,726,902,62,1541,1,0
45,1634,88.5,251,570,1127,377,970,516,860,516,746,971,63,1685,2,0
